Place ID;Place Name;Review ID;Author;Rating;Text;Review Length;Word Count;Time;Date;Response
ChIJ4V9m3kUVzpQR_-rpQGBBOuk;Casa de Ração da Lia;mirojhoubalahals_1666702005;mirojhoubalahals;5;Bom atendimento preços acessíveis voltarei mais vezes indico 👍;62;9;1666702005;2022-10-25 09:46:45;pt
ChIJ4V9m3kUVzpQR_-rpQGBBOuk;Casa de Ração da Lia;Paulo Martins_1664811132;Paulo Martins;5;Excelente atendimento. Indico pra todos;39;5;1664811132;2022-10-03 12:32:12;pt
ChIJ4V9m3kUVzpQR_-rpQGBBOuk;Casa de Ração da Lia;Anselmo Souza Santos_1664816360;Anselmo Souza Santos;5;Foi muito boa tratamento maravilhoso obrigado pessoal que Deus abençoe vcs sempre!!!🙏;85;12;1664816360;2022-10-03 13:59:20;pt
ChIJvc83UfQ_zpQRDox3xXhvUT4;Veterinary Clinic Riacho Grande;Hellen Cristina_1700051305;Hellen Cristina;5;Excelente atendimento, carinho e atenção total aos pacientes, seja gato ou cachorro, Dra. Márcia é um amor de pessoa, as outras funcionáriaa igualmente amáveis, sempre com o diagnóstico correto, confio muito.;208;31;1700051305;2023-11-15 09:28:25;pt
ChIJvc83UfQ_zpQRDox3xXhvUT4;Veterinary Clinic Riacho Grande;Laura Machado_1648474546;Laura Machado;5;Excelente clínica, atendimento amoroso, respeitoso, eficiente e humano. Tanto a Dra Márcia quanto as auxiliares são preocupadas, prestativas e excelentes profissionais. Elas fizeram muito mais do que o trabalho delas ao tratarem da minha Brisa. Super recomendo.;261;37;1648474546;2022-03-28 10:35:46;pt
ChIJvc83UfQ_zpQRDox3xXhvUT4;Veterinary Clinic Riacho Grande;Heloisa Almeida_1664115902;Heloisa Almeida;5;"A Dra Márcia é minha veterinária a mais 31 anos.

Tem um amor e dedicação à profissão, que não dá para medir. Minha consideração por ela é imensa.

Super recomendo.";164;30;1664115902;2022-09-25 11:25:02;pt
ChIJvc83UfQ_zpQRDox3xXhvUT4;Veterinary Clinic Riacho Grande;Elton Fonseca_1566963417;Elton Fonseca;5;As doutoras Fernanda e Márcia são verdadeiros anjos! Levo a paçoca desde o primeiro dia que está conosco, já vão fazer 5 anos. Elas são extremamente carinhosas e atenciosas respondem todas as dúvidas. Além disso elas também possuem grande conhecimento e infraestrutura. Se tem um lugar que confio e recomendo com certeza é esse!!!;330;54;1566963417;2019-08-28 00:36:57;pt
ChIJvc83UfQ_zpQRDox3xXhvUT4;Veterinary Clinic Riacho Grande;Renato Marques_1669751963;Renato Marques;4;"Não utilizei os serviços porque o pr o profissional estava bastante empenhado em um atendimento urgente. Mas deu pra perceber que são muito bons.
Voltarei com certeza.";167;27;1669751963;2022-11-29 16:59:23;pt
ChIJxxL4CvY_zpQREc0sOYhd_yg;Toca de Francisco;Elaine Rhiannon_1737118230;Elaine Rhiannon;5;Trato meus animais há anos com dr Renato.  É muito bom ter um vet de confiança qdo seu pet está doente. Super recomendo!!;121;23;1737118230;2025-01-17 09:50:30;pt
ChIJxxL4CvY_zpQREc0sOYhd_yg;Toca de Francisco;Rosemeire Barbosa_1713482243;Rosemeire Barbosa;5;Uma ótima clínica. Gostei muito do atendimento, e vi o Veterinário salvar um cachorro, que foi mordido por uma cobra. Minha cachorra precisou de uma cirurgia de urgência e foi muito bem atendida. Recomendo.;206;34;1713482243;2024-04-18 20:17:23;pt
ChIJxxL4CvY_zpQREc0sOYhd_yg;Toca de Francisco;Daniela Vieira_1739667386;Daniela Vieira;5;Dr. Renato é muito competente, com muitos anos de experiência veterinária!;74;11;1739667386;2025-02-15 21:56:26;pt
ChIJxxL4CvY_zpQREc0sOYhd_yg;Toca de Francisco;Filipe Lira_1685116415;Filipe Lira;5;Avaliando 3 dias após a cirurgia feita da castração do meu filhotão de American Bully, o Dourtor é bem explicativo referente aos procedimentos, peguei o meu pet poucas horas depois, o meu cachorro está perfeito e recuperando bem, nem parece que fez.;249;42;1685116415;2023-05-26 12:53:35;pt
ChIJxxL4CvY_zpQREc0sOYhd_yg;Toca de Francisco;Erica Ferreira_1661105554;Erica Ferreira;5;Ótima clínica veterinária, equipe educada e atenciosa, acompanharam meu gatinho por 15anos e 4 meses , sempre bem cuidado ,desde a castração,  consultas de rotina,  vacinas até o fim da vida do meu amigo peludo . O Dr sempre  atencioso e esclarecedor . Recomendo!;263;44;1661105554;2022-08-21 15:12:34;pt
ChIJ59fSOrQ_zpQRXPTcOM2zlSs;Estoril PEt;Adriani Ferraz S. de Carvalho_1739408247;Adriani Ferraz S. de Carvalho;5;Gente de verdade e de coração, estou a 3 anos com eles e  super recomendo , eles atendem com carinho e presteza e o melhor, minha pequena fica maravilhosa.;155;29;1739408247;2025-02-12 21:57:27;pt
ChIJ59fSOrQ_zpQRXPTcOM2zlSs;Estoril PEt;camila Tavares_1731960476;camila Tavares;5;"A Mi é uma pessoa maravilhosa e cuida muito bem do meu pet.
Eu super indico o trabalho dela. E fora o amor que ela tem com os pets,porque em primeiro lugar tem que gostar, e pelo o que eu vejo ela ama o que faz❤️❤️❤️❤️";218;46;1731960476;2024-11-18 17:07:56;pt
ChIJ59fSOrQ_zpQRXPTcOM2zlSs;Estoril PEt;Jucimere Nascimento_1731972618;Jucimere Nascimento;5;"São maravilhosas .. simplesmente perfeito ,
Minha cachorrinha adora.. sempre São  carinhosas com os cachorros e sinto confiança em mandar minha filha pandora pra elas ...";170;26;1731972618;2024-11-18 20:30:18;pt
ChIJ59fSOrQ_zpQRXPTcOM2zlSs;Estoril PEt;Bruna Fontes_1731954499;Bruna Fontes;5;Ótima profissional 😁 cuida da minha filha a 2 anos já e graças a Deus 🙏🏽 muito bem cuidada, muito bem tratada .. obrigada por tudo !!;133;27;1731954499;2024-11-18 15:28:19;pt
ChIJ59fSOrQ_zpQRXPTcOM2zlSs;Estoril PEt;Renata Alonso_1731954176;Renata Alonso;5;"O atendimento e totalmente personalizado 😍 o amor e cuidado que eles tem com nossos filhos são surreal, minha cachorrinha fica esperando ansiosa a tia Michele chega pra levar ela pro banho 💙 sou muito grata
Super recomendo
O espaço e limpo e organizado";252;44;1731954176;2024-11-18 15:22:56;pt
ChIJAR-H2NoUzpQRcDwhaUgHBAs;Rações Morango;Sergio Xulim_1732370970;Sergio Xulim;5;Nena sempre atenciosa e cheia de energia. Preços e variedade excelentes. Tem de tudo lá.;88;15;1732370970;2024-11-23 11:09:30;pt
ChIJAR-H2NoUzpQRcDwhaUgHBAs;Rações Morango;Shirlei Honorio Pinto_1641767023;Shirlei Honorio Pinto;5;Achei muito bom , e super perto de casa 👏👏👏👏 lá sempre encontro o que preciso;77;16;1641767023;2022-01-09 19:23:43;pt
ChIJAR-H2NoUzpQRcDwhaUgHBAs;Rações Morango;Luis Cabral_1643448998;Luis Cabral;5;Bom atendimento,  e tem a ração que preciso para o meu cão.;59;12;1643448998;2022-01-29 06:36:38;pt
ChIJAR-H2NoUzpQRcDwhaUgHBAs;Rações Morango;Gilmar Rodrigues_1556895979;Gilmar Rodrigues;4;Muito bom atendimento,e variedades de rações,sementes e animais...E algumas utilidades.;87;10;1556895979;2019-05-03 12:06:19;pt
ChIJAR-H2NoUzpQRcDwhaUgHBAs;Rações Morango;Giramundo 23 Salvador_1643009581;Giramundo 23 Salvador;5;Sempre prestativa, mulher guerreira,  gosto da força dela, que Deus a abençoe.;78;12;1643009581;2022-01-24 04:33:01;pt
ChIJB1AjnyZBzpQRqvT_AIR8uVQ;Pet Shop Scooby Doo;David Meneses_1730494321;David Meneses;5;Very good;9;2;1730494321;2024-11-01 17:52:01;pt
ChIJcdJtCTJBzpQRl8-gz5z3V9w;Encanto Pet;Tati Rodrigues_1722380849;Tati Rodrigues;5;Estou super satisfeita cm Pet Shop, minha Pet sai limpinha e cheirosa, super recomendado ,atendimento excelente, o melhor Pet shop que já conheci, o carinho que a keity  tem os pets deixa eles super a vontade, vcs são nota 10 por isso levo minha Pet praticamente todo fim de semana eu ela ama ❤️❤️;297;54;1722380849;2024-07-30 20:07:29;pt
ChIJcdJtCTJBzpQRl8-gz5z3V9w;Encanto Pet;Cesar Black Cabeleireiro_1722384831;Cesar Black Cabeleireiro;5;Atendimento maravilhoso super atenciosos...cuidadores de primeira com os pets....haha... gratidão ...yhuuu;106;11;1722384831;2024-07-30 21:13:51;pt
ChIJcdJtCTJBzpQRl8-gz5z3V9w;Encanto Pet;Karina Scotti Maia_1722431461;Karina Scotti Maia;5;Muito capricho e cuidado com os bichinhos! O melhor da região, com atendimento humanizado. Podem trazer seu pet e entregar a ela de olhos fechados! ❤️;150;26;1722431461;2024-07-31 10:11:01;pt
ChIJcdJtCTJBzpQRl8-gz5z3V9w;Encanto Pet;jennifer masuno_1722378481;jennifer masuno;5;Melhor profissional de São Paulo,  pet shop lindo confortável e além de tudo coloca o amor aos pets em primeiro lugar super recomendo;133;23;1722378481;2024-07-30 19:28:01;pt
ChIJcdJtCTJBzpQRl8-gz5z3V9w;Encanto Pet;renato de moura silva_1722421545;renato de moura silva;5;Super recomendo meu cachorro baddy adora tomar banho com a Keity super atenciosa e ele sempre vem limpinho e bem cheiroso super atenciosos muito obrigado;153;25;1722421545;2024-07-31 07:25:45;pt
ChIJVVWCSgBBzpQR7cD8g8388RE;casa de racao amigos do pet;David Carvalho_1735260321;David Carvalho;5;Excelente atendimento, equipe nota 10;37;5;1735260321;2024-12-26 21:45:21;pt
ChIJVVWCSgBBzpQR7cD8g8388RE;casa de racao amigos do pet;mundo do terror_1630044871;mundo do terror;1;PÉSSIMO ATENDIMENTO! Tem uma mulher com cabelo amarelo,(tingido)que o atendimento dela beira a GROSSERIA. Infelizmente tive que ir algumas vezes, e TODAS as vezes ela de mau humor, grosseira, enrolando atendimento, só falta cuspir na nossa cara. Hoje em dia FAÇO DE TUDO, para não dar meu dinheiro nesse estabelecimento. O que salva é o atendimento do rapaz e da senhora.;371;61;1630044871;2021-08-27 03:14:31;pt
ChIJVVWCSgBBzpQR7cD8g8388RE;casa de racao amigos do pet;Cléo_1627314279;Cléo;1;Infelizmente não gostei do resultado, a tosa demorou muito e não ficou boa, além  disso cortou a orelha do meu cachorrinho, a cachorra quando chegou em casa estava muito estranha não conseguia nem parar em pé  direito.;218;37;1627314279;2021-07-26 12:44:39;pt
ChIJVVWCSgBBzpQR7cD8g8388RE;casa de racao amigos do pet;Mony Gois_1642358911;Mony Gois;5;Minhas cadelinhas só fazem banho e tosa aí, o Pedro é muito gentil e atencioso. Bastante variedade de rações e medicamentos com bom preço;137;24;1642358911;2022-01-16 15:48:31;pt
ChIJVVWCSgBBzpQR7cD8g8388RE;casa de racao amigos do pet;Fakih Fakih_1661093232;Fakih Fakih;5;Senhor Pedro, muito gente boa! Nota 10 ao atendimento , a recepção !;68;13;1661093232;2022-08-21 11:47:12;pt
ChIJ-RoxNPNBzpQRXz4L8RadEGk;Lilo pets;Camila Tissiane Machado_1674408587;Camila Tissiane Machado;1;"Fiz compra com eles, não tive respostas ...
Não gostei ...";58;11;1674408587;2023-01-22 14:29:47;pt
ChIJ-RoxNPNBzpQRXz4L8RadEGk;Lilo pets;Monalisa Lima_1671288673;Monalisa Lima;5;Sempre cuidando dos bichos com amor e carinho;45;8;1671288673;2022-12-17 11:51:13;pt
ChIJkw3BMqtBzpQRTMGxQ1CkQKY;Boutique Animal;Tamara Nascimento_1739624345;Tamara Nascimento;5;EXCELENTE ATENDIMENTO , UMA VETERINÁRIA MUITO RESPONSÁVEL E UM CARINHO EXCEPCIONAL PARA COM O SEU PET. FAZ 3 ANOS QUE EU LEVO MINHA PET . SUPER RECOMENDO !;155;28;1739624345;2025-02-15 09:59:05;pt
ChIJkw3BMqtBzpQRTMGxQ1CkQKY;Boutique Animal;bianca souza_1733594611;bianca souza;1;usam produtos que não fixa o cheiro nos animais, levei meu cachorrinho para tomar banho e não volto de novo.;108;20;1733594611;2024-12-07 15:03:31;pt
ChIJkw3BMqtBzpQRTMGxQ1CkQKY;Boutique Animal;Erika Almeida_1657807490;Erika Almeida;1;Minha cachorra fugiu hj  das mãos da funcionária,  diz a funcionária, em tom de deboche... pedindo q o fato não fosse comunicado a Dra Andréa e a moça ainda fez pouco caso :  pediu pra eu não levar minha cachorrinha lá mais para tomar banho... tristeza profunda , eu pagava o banho e táxi dog juntos... Minha cachorrinha não vai mais aí ! ' Dra Andrea ' e companhia  a Lulu morreu hj de madrugada! Deus providencie a lei do retorno pra quem bateu e maltratou minha cachorrinha neste local 🙏🐕⚰️🌹;494;91;1657807490;2022-07-14 11:04:50;pt
ChIJkw3BMqtBzpQRTMGxQ1CkQKY;Boutique Animal;Paula Regina Olivieri_1712797285;Paula Regina Olivieri;1;"Já comprei alguns produtos lá, e levei a primeira vez para tosa no aniversário de 1 ano do meu shitzu,  o Dudu, passada as orientações do que gostaria e do que não gostaria para a minha surpresa fizeram tudo diferente... ele adquiriu um problema de pele e demorou um pouco para nova tosa, levamos lá pela segunda vez... Onde deixei explícito o meu desejo por manter os pelinhos da cabeça longos para fazer penteados... quando cheguei para a minha surpresa ele estava todo tosado, peladinho, imagina o meu susto... Mas como mãe, nunca o achei feio... e sabe até foi bom pq descobri que ele se sentiu melhor sem os pelos caindo nos olhos... Pois bem, hoje levei pela 3x.. expliquei que poderia baixar os pelos do rostinho novamente mas nao tosar na zero, deixar a orelha um pouco maior... enfim, 2h depois mandei mensagem perguntando se ele ainda nao estava pronto pq esqueceram de me avisar... ao chegar lá, o Dudu estava tosado bemmmm baixinho no corpo e do pescoço pra cima absolutamente nada, questionei o que tinha acontecido, e já na grosseria, a tosadora falou, ué como voce pediu, ficou horrível vou fazer o que? Falei pra ela ajeitar aquilo, era absurdo me entregar o bichinho daquele jeito... fui até o carro avisar minha mae que aguardava e voltei, quando entrei ela estava gritando, me chamando de louca e que eu estava fazendo show, fiquei muito nervosa com a situacao, é absurdo como eles tratam as pessoas, e todas as vezrs erraram... e ainda por cima gritam com o cliente. ahhhhhh pra completar, me cobraram a mais pq tiveram que arrumar a cabecinha dele. Ao chegar em casa percebi o fucinho machucado, e o pescoço como se tivesse ficado com uma coleira apertada, bem vermelho, machucado. Lixo de lugar, nao levem seus pequenos la, péssimo atendimento!! fica aqui minha decepcao, nunca mais permito que encostem a mão no meu menino. Sobre a medica veterinaria, nao posso dizer, nunca passei com ela.

Edição: devido a uma notificação voltei aqui (após 5 meses) e vi a resposta do estabelecimento, lamentável ainda ser chamada de mentirosa, mas fico a disposição para mostrar fotos caso alguém queira, não levo mais o Dudu desde então, e hoje ele está com a tosa perfeita e sendo tratado com todo respeito!!!";2221;386;1712797285;2024-04-10 22:01:25;pt
ChIJkw3BMqtBzpQRTMGxQ1CkQKY;Boutique Animal;Francielly Luzinete_1715207191;Francielly Luzinete;5;Funcionários muito educados, adorei o resultado do banho e tosa higiênica. Trataram minha cachorrinha com muita atenção, ela tem problema de pele e no coração e deu tudo certo;175;29;1715207191;2024-05-08 19:26:31;pt
ChIJQe5tqFRAzpQRoA9LQ9PyNOM;Pet Shop e Clínica Veterinária Quirino;Maisa Martins_1707830206;Maisa Martins;5;Fui pôr indicação e gostei muito do tratamento que eles dão aos pets👏🏻👏🏻 super indico 🥰🐶;88;16;1707830206;2024-02-13 10:16:46;pt
ChIJQe5tqFRAzpQRoA9LQ9PyNOM;Pet Shop e Clínica Veterinária Quirino;111_Dri_ Leão_1520950265;111_Dri_ Leão;1;"Nem sempre encontro o que preciso e quanto ao atendimento é um tanto ""seco"" por parte do dono Rodrigo.
Não gosto de ser atendida com antipatia, no caso dos demais funcionários atendimento normal.";195;33;1520950265;2018-03-13 11:11:05;pt
ChIJQe5tqFRAzpQRoA9LQ9PyNOM;Pet Shop e Clínica Veterinária Quirino;Silvia Entz_1599174431;Silvia Entz;5;Local maravilhoso. Veterinário e tosador super bacanas e educados. Trabalham com muita qualidade e responsabilidade. Se eu fosse cachorro, eu só iria lá;152;23;1599174431;2020-09-03 20:07:11;pt
ChIJQe5tqFRAzpQRoA9LQ9PyNOM;Pet Shop e Clínica Veterinária Quirino;Alexandra Catiste_1656174225;Alexandra Catiste;5;Tenho 5 Spitz, todos ficam limpinhos e perfumados. Tenho confiança no serviço;77;12;1656174225;2022-06-25 13:23:45;pt
ChIJQe5tqFRAzpQRoA9LQ9PyNOM;Pet Shop e Clínica Veterinária Quirino;rohrigo ligo_1542716349;rohrigo ligo;1;Eles não tem horário para abrir, 10:20 da manhã ainda está fechado.;67;12;1542716349;2018-11-20 10:19:09;pt
ChIJ3-6r5apBzpQRbjS-FjMZ7bY;Escova Cão;Rosemary Stefane_1724936562;Rosemary Stefane;5;Muito carinhosos e atenciosos com minha Cacau;45;7;1724936562;2024-08-29 10:02:42;pt
ChIJ3-6r5apBzpQRbjS-FjMZ7bY;Escova Cão;MIGUEL SOUZA PINHEIRO_1613685730;MIGUEL SOUZA PINHEIRO;5;Excelente Pet Shop!! Atendimento muito organizado! Valor bom! E o melhor nosso Pet vem sempre feliz e bem cuidado!!;115;19;1613685730;2021-02-18 19:02:10;pt
ChIJ3-6r5apBzpQRbjS-FjMZ7bY;Escova Cão;Desirée Goncalves_1704982674;Desirée Goncalves;5;Melhor não tem! Apólo é a Bela vem super limpinho e cheirosos ❤️🐺🐺;66;13;1704982674;2024-01-11 11:17:54;pt
ChIJ3-6r5apBzpQRbjS-FjMZ7bY;Escova Cão;Sergio Candido_1692793036;Sergio Candido;5;Atendimento e total carinho com seu pet eu recomendo;52;9;1692793036;2023-08-23 09:17:16;pt
ChIJ3-6r5apBzpQRbjS-FjMZ7bY;Escova Cão;Caião_1587591258;Caião;5;A Sra Renilda é muito atenciosa educada e bonita! 🥰😍;52;10;1587591258;2020-04-22 18:34:18;pt
ChIJmWBCtYhrzpQRB3MXuoqYcRg;Pet Shop Lu;Dhonathan de jesus mota_1688610580;Dhonathan de jesus mota;5;Loja que tem tudo que meu pet precisa, atendimento de primeira e preços muito abaixo dos concorrentes;101;17;1688610580;2023-07-05 23:29:40;pt
ChIJmWBCtYhrzpQRB3MXuoqYcRg;Pet Shop Lu;3J5_1700909365;3J5;3;Não visitei;11;2;1700909365;2023-11-25 07:49:25;pt
ChIJF9TzR6gUzpQR6unJPA51n3M;Pet Shop Aike Delicia;James viola_1564352668;James viola;5;Show;4;1;1564352668;2019-07-28 19:24:28;en
ChIJF9TzR6gUzpQR6unJPA51n3M;Pet Shop Aike Delicia;Keyte Fonseca_1568856583;Keyte Fonseca;5;Ótimo atendimento... Achei o q precisava e ainda ganhei um mimo pra minha gatinha;81;14;1568856583;2019-09-18 22:29:43;pt
ChIJF9TzR6gUzpQR6unJPA51n3M;Pet Shop Aike Delicia;Beatriz Silva_1552763479;Beatriz Silva;5;Perfeito ... Pet shop melhoor que esse não tem , esse pet tem os melhores atendimento ❤️;88;17;1552763479;2019-03-16 16:11:19;pt
ChIJF9TzR6gUzpQR6unJPA51n3M;Pet Shop Aike Delicia;lugames Crystal_1552763456;lugames Crystal;5;Esse é o melhor pet shop de todos e também tem a melhor tosadora do mundo;73;16;1552763456;2019-03-16 16:10:56;pt
ChIJF9TzR6gUzpQR6unJPA51n3M;Pet Shop Aike Delicia;Ambrosio Alves_1557710011;Ambrosio Alves;5;Excellent;9;1;1557710011;2019-05-12 22:13:31;pt
ChIJ4Zw1ohwVzpQR3wPklIn9Y6s;Ribeirão Mundo Pet;Aline Alves_1736384406;Aline Alves;5;Ribeirao Mundo pet tem produtos de qualidade e variedades tudo para seu pet   dentre outros item ideal para bairro, entrega a domicílio, atendimento  nota 10 .;159;26;1736384406;2025-01-08 22:00:06;pt
ChIJ4Zw1ohwVzpQR3wPklIn9Y6s;Ribeirão Mundo Pet;Alex Sandro Félix Félix_1736426971;Alex Sandro Félix Félix;5;Ribeirão mundo pet tem um atendimento excelente, são muito atencioso e Educado ambiente muito bem cuidada e produtos de qualidade e bom preço recomendo a todos;159;26;1736426971;2025-01-09 09:49:31;pt
ChIJ4Zw1ohwVzpQR3wPklIn9Y6s;Ribeirão Mundo Pet;Alexandre Play_1736440832;Alexandre Play;5;"Atendimento super top.
Produtos de ótima qualidade.
Com certeza o melhor da região.";83;13;1736440832;2025-01-09 13:40:32;pt
ChIJ4Zw1ohwVzpQR3wPklIn9Y6s;Ribeirão Mundo Pet;Fernando Mudunha_1736382015;Fernando Mudunha;5;Super Recomendo, Atendimento Top, Preço Justo e Variedade de Produtos...;72;10;1736382015;2025-01-08 21:20:15;pt
ChIJ4Zw1ohwVzpQR3wPklIn9Y6s;Ribeirão Mundo Pet;Mateus Fonseca_1736456282;Mateus Fonseca;5;Melhor lugar para fazer compras para o pet, pessoal que trabalha no local é muito prestativo e muito educados e tem um local muito confortável para nós clientes🫱🏻‍🫲🏽;165;28;1736456282;2025-01-09 17:58:02;pt
ChIJww9PXnEVzpQR1GGyE2A687Q;Agro & Pet Jardim Caçula;Rafael C. Pires_1692898740;Rafael C. Pires;5;"Ótimos preços e atendimento.
Sou cliente há anos!";49;8;1692898740;2023-08-24 14:39:00;pt
ChIJww9PXnEVzpQR1GGyE2A687Q;Agro & Pet Jardim Caçula;Robson Miguel da Silva_1667081097;Robson Miguel da Silva;5;Muito bom atendimento e produtos excelentes.;44;6;1667081097;2022-10-29 19:04:57;pt
ChIJww9PXnEVzpQR1GGyE2A687Q;Agro & Pet Jardim Caçula;Erli Firmino_1632185460;Erli Firmino;5;Lugar q tem um ótimo preço nas mercadorias e faz entrega domicílio gratuita isso faz com q a loja seja bem vista por todos eu indico este lugar;143;28;1632185460;2021-09-20 21:51:00;pt
ChIJww9PXnEVzpQR1GGyE2A687Q;Agro & Pet Jardim Caçula;Hugo Cavalheiro_1615485435;Hugo Cavalheiro;5;Bom serviço, entrega rápida, excelente variedade e bons preços. Nota 10!;72;11;1615485435;2021-03-11 14:57:15;pt
ChIJww9PXnEVzpQR1GGyE2A687Q;Agro & Pet Jardim Caçula;Anna Cristina_1681821218;Anna Cristina;5;Lugar bom,maravilhoso,atendentes maravilhosos e educados;56;5;1681821218;2023-04-18 09:33:38;pt
ChIJUyCnjN4SzpQR1atvNFDK9_o;Pet Shop Portal Do Pet;Gisele Merces da Silva_1729802124;Gisele Merces da Silva;5;As meninas são muito atenciosas!;32;5;1729802124;2024-10-24 17:35:24;pt
